s,f,all,label
0.08622948,0.25894523,0.34517470,1.00000000
0.32718550,0.87360233,1.20078780,1.00000000
0.68349135,1.45972060,2.14321180,1.00000000
0.40960553,0.19637004,0.60597557,1.00000000
0.08714376,0.20319793,0.29034168,1.00000000
0.22814853,0.31733748,0.54548603,1.00000000
0.17366993,1.04664840,1.22031830,1.00000000
0.79008780,1.49255850,2.28264620,1.00000000
0.88117254,1.40473750,2.28591010,1.00000000
0.24845870,0.44569630,0.69415500,1.00000000
0.73246520,1.46562550,2.19809080,1.00000000
0.70340260,1.37942580,2.08282830,1.00000000
0.26948535,0.95710940,1.22659470,1.00000000
0.18970527,0.72255330,0.91225857,1.00000000
1.06569200,1.52980520,2.59549710,1.00000000
0.61211497,0.73537230,1.34748720,1.00000000
0.88851860,1.49833390,2.38685250,1.00000000
1.16520760,1.32286810,2.48807570,1.00000000
1.45583070,1.37438070,2.83021140,1.00000000
0.21728766,0.74317050,0.96045816,1.00000000
0.18782589,0.24519855,0.43302444,1.00000000
1.54009530,1.22543310,2.76552840,1.00000000
0.52020480,0.47613138,0.99633616,1.00000000
0.79131180,1.40611820,2.19743000,1.00000000
0.65293103,1.07824400,1.73117500,1.00000000
0.59200424,1.49705480,2.08905900,1.00000000
0.21644834,0.66153390,0.87798226,1.00000000
0.12350563,0.63446750,0.75797313,1.00000000
0.76042610,1.42635420,2.18678020,1.00000000
0.39982918,0.75807816,1.15790740,1.00000000
0.71281534,1.41273620,2.12555150,1.00000000
0.11649489,0.83229390,0.94878880,1.00000000
0.21187589,0.89781190,1.10968780,1.00000000
0.19474767,1.03364960,1.22839730,1.00000000
0.75171660,1.47223280,2.22394940,1.00000000
0.52173483,1.45523730,1.97697210,1.00000000
0.06543130,0.14394438,0.20937568,1.00000000
0.29275730,0.69834210,0.99109936,1.00000000
0.40507490,0.90857160,1.31364660,1.00000000
0.87889540,1.48949650,2.36839200,1.00000000
0.90858880,1.41629420,2.32488300,1.00000000
0.41703635,1.39777910,1.81481550,1.00000000
0.62099460,1.47310660,2.09410120,1.00000000
0.61646765,1.08535910,1.70182680,1.00000000
0.66782117,1.36157400,2.02939500,1.00000000
0.24508080,0.55421376,0.79929460,1.00000000
0.46225348,1.32709360,1.78934700,1.00000000
0.67314434,1.53338750,2.20653200,1.00000000
0.92025530,1.40662030,2.32687570,1.00000000
0.89559570,1.46639510,2.36199100,1.00000000
0.20027083,0.46351635,0.66378720,1.00000000
0.43662184,1.22005590,1.65667770,1.00000000
0.79279256,1.33412470,2.12691740,1.00000000
0.42099106,0.71812570,1.13911680,1.00000000
0.71704530,1.52140020,2.23844550,1.00000000
0.21478464,0.48817840,0.70296305,1.00000000
0.07894233,0.57703410,0.65597640,1.00000000
0.45176017,0.96109210,1.41285230,1.00000000
0.12706175,1.07530430,1.20236600,1.00000000
0.94241995,1.35211320,2.29453330,1.00000000
0.16912231,0.61778116,0.78690350,1.00000000
0.27877155,0.87995243,1.15872400,1.00000000
0.16068387,0.87606597,1.03674980,1.00000000
1.20057130,1.25966290,2.46023420,1.00000000
0.14539042,0.76775190,0.91314230,1.00000000
0.34142593,1.01505610,1.35648200,1.00000000
0.77812110,1.30681850,2.08493950,1.00000000
0.04982609,0.31338316,0.36320925,1.00000000
0.90450460,1.40622520,2.31072970,1.00000000
0.45122210,1.33754410,1.78876610,1.00000000
0.26397878,1.01991020,1.28388900,1.00000000
0.23936522,0.53821284,0.77757806,1.00000000
0.17427108,0.37468076,0.54895186,1.00000000
1.03545280,1.43904850,2.47450140,1.00000000
0.19815835,0.82217044,1.02032880,1.00000000
0.95309320,1.30354690,2.25664000,1.00000000
0.31698960,0.77628660,1.09327630,1.00000000
0.41947654,1.18579580,1.60527230,1.00000000
0.40363890,1.00319640,1.40683530,1.00000000
0.76423850,1.47759900,2.24183750,1.00000000
0.91338370,1.38786340,2.30124710,1.00000000
0.27523480,0.83995056,1.11518540,1.00000000
0.77197504,1.47818680,2.25016200,1.00000000
0.39637005,0.90830400,1.30467400,1.00000000
0.07582549,0.17573605,0.25156155,1.00000000
0.15293819,1.21078200,1.36372020,1.00000000
0.47784950,0.67505140,1.15290090,1.00000000
0.34785090,0.85125160,1.19910250,1.00000000
0.50477640,1.04659490,1.55137130,1.00000000
0.82502670,1.31072220,2.13574890,1.00000000
0.38669366,0.96291640,1.34961010,1.00000000
0.19445908,0.86633015,1.06078920,1.00000000
0.16202061,0.22939073,0.39141133,1.00000000
0.69481110,1.07166770,1.76647880,1.00000000
0.49425066,0.76160777,1.25585840,1.00000000
0.40855260,1.03069540,1.43924810,1.00000000
0.26950186,0.77876085,1.04826270,1.00000000
0.27860802,0.86081606,1.13942410,1.00000000
0.32365580,0.67747560,1.00113140,1.00000000
0.58289516,1.06833550,1.65123070,1.00000000
0.22720791,0.67332340,0.90053130,1.00000000
0.46637696,1.24132910,1.70770600,1.00000000
0.15729332,0.90004920,1.05734250,1.00000000
0.18884915,0.30077460,0.48962376,1.00000000
0.20648898,0.54784214,0.75433110,1.00000000
0.33256114,0.71172786,1.04428900,1.00000000
0.69996625,1.49880490,2.19877120,1.00000000
0.22419944,0.86574686,1.08994630,1.00000000
0.19484694,1.07773690,1.27258380,1.00000000
0.50719523,1.44597570,1.95317090,1.00000000
0.30251760,0.46654707,0.76906466,1.00000000
0.36386895,0.65896310,1.02283200,1.00000000
1.01136650,1.40507570,2.41644220,1.00000000
0.07501708,0.28315634,0.35817343,1.00000000
0.83450010,1.35909720,2.19359730,1.00000000
0.97003080,1.35236070,2.32239150,1.00000000
0.43980923,0.88061270,1.32042190,1.00000000
0.49542117,0.93081320,1.42623440,1.00000000
0.26560080,0.75147360,1.01707430,1.00000000
0.24922684,0.98841393,1.23764070,1.00000000
0.30863570,0.60881100,0.91744673,1.00000000
0.60843220,1.39753850,2.00597070,1.00000000
0.75631094,1.45421600,2.21052700,1.00000000
1.38718880,1.29264690,2.67983580,1.00000000
0.26593250,0.86208150,1.12801410,1.00000000
0.29638880,0.77105033,1.06743910,1.00000000
0.63682467,0.92982334,1.56664800,1.00000000
0.13971578,0.75034660,0.89006240,1.00000000
0.27562097,0.64771175,0.92333270,1.00000000
0.87824370,1.33406830,2.21231200,1.00000000
0.39833460,0.74281275,1.14114740,1.00000000
0.21986084,0.52481216,0.74467300,1.00000000
0.69176690,1.56919840,2.26096530,1.00000000
0.69823250,1.31339550,2.01162800,1.00000000
0.36574507,1.41591490,1.78166000,1.00000000
0.15468338,0.08585252,0.24053590,1.00000000
0.68292880,1.47824240,2.16117120,1.00000000
0.90675485,1.41636700,2.32312200,1.00000000
0.35401216,1.44750500,1.80151710,1.00000000
0.24043200,0.87742470,1.11785670,1.00000000
0.24972782,1.01909000,1.26881790,1.00000000
0.25731930,1.09936200,1.35668130,1.00000000
0.45271006,1.24159730,1.69430730,1.00000000
0.31473657,0.86617840,1.18091500,1.00000000
0.08931726,0.60605000,0.69536730,1.00000000
0.20993045,1.02494650,1.23487690,1.00000000
0.20869309,0.27462614,0.48331922,1.00000000
0.09670086,1.03716970,1.13387060,1.00000000
0.14346655,0.55490273,0.69836926,1.00000000
0.73070204,1.22188540,1.95258750,1.00000000
0.22378512,1.10520170,1.32898690,1.00000000
0.31868494,1.00798580,1.32667080,1.00000000
0.73659164,1.48040770,2.21699930,1.00000000
0.30474713,1.24329660,1.54804370,1.00000000
0.47134933,0.84502110,1.31637050,1.00000000
0.15091850,0.20862170,0.35954020,1.00000000
0.81128950,1.42747860,2.23876800,1.00000000
0.83319014,1.44457170,2.27776200,1.00000000
0.75934930,1.46304420,2.22239350,1.00000000
0.66160130,1.49602290,2.15762420,1.00000000
0.32898050,1.25279190,1.58177230,1.00000000
0.31770253,1.23530920,1.55301180,1.00000000
0.53237440,1.16317340,1.69554780,1.00000000
0.22217914,0.92475533,1.14693450,1.00000000
1.20695270,1.37490570,2.58185840,1.00000000
0.54672587,1.03885830,1.58558420,1.00000000
0.33634797,0.99664230,1.33299030,1.00000000
0.43968055,0.58786090,1.02754140,1.00000000
0.15840998,0.89343810,1.05184800,1.00000000
0.46002436,1.15721430,1.61723860,1.00000000
0.61111850,1.50828640,2.11940480,1.00000000
0.15516037,0.67685840,0.83201880,1.00000000
0.16735525,0.52496940,0.69232464,1.00000000
0.19762927,0.60099710,0.79862636,1.00000000
0.17956229,0.63735074,0.81691300,1.00000000
0.19551290,0.78433746,0.97985035,1.00000000
0.53976566,0.76345336,1.30321910,1.00000000
0.96134340,0.90691054,1.86825400,1.00000000
0.19845226,0.41608498,0.61453724,1.00000000
0.68635670,1.47829660,2.16465330,1.00000000
0.65419203,1.42993070,2.08412270,1.00000000
0.29987252,0.41364970,0.71352220,1.00000000
0.62236670,1.45627500,2.07864170,1.00000000
0.20228447,0.81942790,1.02171240,1.00000000
0.98877780,1.36339150,2.35216930,1.00000000
0.18133930,0.78313714,0.96447647,1.00000000
0.43874007,0.90691580,1.34565590,1.00000000
0.78124154,1.47108980,2.25233130,1.00000000
0.92291650,1.35322330,2.27613970,1.00000000
0.83645950,1.48628570,2.32274530,1.00000000
0.44849443,1.04230320,1.49079760,1.00000000
0.77219690,1.49623370,2.26843070,1.00000000
1.23693110,1.35794930,2.59488030,1.00000000
0.26714057,0.96504640,1.23218700,1.00000000
0.16448475,0.45769832,0.62218310,1.00000000
1.26643370,1.41375270,2.68018630,1.00000000
0.68996170,1.46513920,2.15510080,1.00000000
0.30781162,0.57277834,0.88058996,1.00000000
0.49888990,1.39306450,1.89195440,1.00000000
0.39488643,0.85078824,1.24567460,1.00000000
0.35871583,0.53747980,0.89619565,1.00000000
0.65506060,1.40673020,2.06179070,1.00000000
0.80240875,1.40173030,2.20413900,1.00000000
0.41218870,0.83652973,1.24871850,0.00000000
0.56980560,1.57632460,2.14613000,0.00000000
0.57080430,1.46242210,2.03322650,0.00000000
0.12376249,0.30855268,0.43231517,0.00000000
0.19266170,0.91931420,1.11197590,0.00000000
0.53200520,1.64353130,2.17553660,0.00000000
0.10759648,0.35270530,0.46030180,0.00000000
0.14397135,0.40644354,0.55041490,0.00000000
0.60045240,1.51580640,2.11625890,0.00000000
0.25801194,1.05117710,1.30918910,0.00000000
0.20822902,0.79309760,1.00132670,0.00000000
0.24165797,1.27144970,1.51310770,0.00000000
0.25414357,0.84741014,1.10155370,0.00000000
0.10924625,0.54997410,0.65922034,0.00000000
0.30683100,0.54944307,0.85627407,0.00000000
0.32729770,0.91900420,1.24630190,0.00000000
0.30693927,0.95079170,1.25773100,0.00000000
1.06178860,1.47684560,2.53863430,0.00000000
0.32996820,0.58367455,0.91364276,0.00000000
0.25339422,0.86415770,1.11755190,0.00000000
0.15852135,0.43577915,0.59430050,0.00000000
0.49376500,1.34097170,1.83473670,0.00000000
0.12469610,0.75041380,0.87510985,0.00000000
1.01006590,1.05901500,2.06908080,0.00000000
0.10004579,0.20501876,0.30506456,0.00000000
0.62709600,0.97498304,1.60207900,0.00000000
0.30737785,0.96164850,1.26902640,0.00000000
0.71042454,1.15175080,1.86217530,0.00000000
0.77817330,1.49391280,2.27208610,0.00000000
0.60424244,1.49844440,2.10268700,0.00000000
0.26653270,0.70251226,0.96904490,0.00000000
0.22706765,1.05129700,1.27836470,0.00000000
1.08506200,1.13955440,2.22461650,0.00000000
0.53249330,1.14495800,1.67745140,0.00000000
0.19377078,0.92711234,1.12088310,0.00000000
0.58467370,1.24784640,1.83252000,0.00000000
0.42364755,0.87588900,1.29953660,0.00000000
0.49255560,0.57781243,1.07036800,0.00000000
0.28596032,1.08139800,1.36735830,0.00000000
0.83093756,1.46796510,2.29890280,0.00000000
0.26415077,0.23826781,0.50241860,0.00000000
0.44764280,0.44351375,0.89115655,0.00000000
0.14453244,0.53216714,0.67669960,0.00000000
0.47475004,1.45325530,1.92800530,0.00000000
0.16722700,0.72334940,0.89057636,0.00000000
0.21959320,0.98464350,1.20423670,0.00000000
0.34697455,0.82828504,1.17525960,0.00000000
0.93983090,1.55138040,2.49121140,0.00000000
0.60562646,0.82334113,1.42896760,0.00000000
0.26697493,1.08349380,1.35046880,0.00000000
0.58786860,1.48692580,2.07479430,0.00000000
0.17715009,1.23101890,1.40816900,0.00000000
0.39117053,0.26229674,0.65346730,0.00000000
0.56496940,1.58838730,2.15335660,0.00000000
0.28691030,0.77301810,1.05992840,0.00000000
0.42755622,1.05796810,1.48552440,0.00000000
0.26354820,1.04918130,1.31272960,0.00000000
0.27718910,0.89964134,1.17683040,0.00000000
0.53251946,1.02893150,1.56145100,0.00000000
0.20806849,0.56050783,0.76857630,0.00000000
0.55022850,1.45006820,2.00029660,0.00000000
0.87816510,1.50626180,2.38442700,0.00000000
0.29372916,0.95356363,1.24729280,0.00000000
0.82890385,1.54401800,2.37292200,0.00000000
0.90803826,1.32811780,2.23615600,0.00000000
0.21231182,1.16368370,1.37599550,0.00000000
0.29914960,0.70729244,1.00644210,0.00000000
0.54960890,0.83334350,1.38295250,0.00000000
0.36738044,0.56262200,0.93000245,0.00000000
0.59804296,1.53422990,2.13227270,0.00000000
0.70255660,1.67005700,2.37261370,0.00000000
0.29325408,1.00429940,1.29755350,0.00000000
0.36982676,0.37998232,0.74980910,0.00000000
0.62218370,1.41121540,2.03339900,0.00000000
0.21299726,0.71087074,0.92386800,0.00000000
0.31714332,0.77952254,1.09666590,0.00000000
0.53683734,1.17542580,1.71226310,0.00000000
0.30093226,1.05728720,1.35821950,0.00000000
0.54386290,1.22516720,1.76903010,0.00000000
0.18342291,1.21909220,1.40251520,0.00000000
0.38932230,1.44951190,1.83883420,0.00000000
0.32776540,0.77076447,1.09852980,0.00000000
0.69256870,1.21847720,1.91104600,0.00000000
0.25670117,1.04718900,1.30389020,0.00000000
0.72675544,1.52120130,2.24795680,0.00000000
0.41201820,1.24623930,1.65825750,0.00000000
0.18068872,0.86795620,1.04864490,0.00000000
0.42665502,1.19199970,1.61865470,0.00000000
0.26733568,0.51343715,0.78077280,0.00000000
0.15919453,0.28180134,0.44099587,0.00000000
0.39715580,1.10869100,1.50584670,0.00000000
0.10555109,0.92753726,1.03308830,0.00000000
0.17574546,0.59529510,0.77104056,0.00000000
0.89066900,1.38300670,2.27367570,0.00000000
0.32256928,0.66577965,0.98834896,0.00000000
0.17550354,1.25797510,1.43347860,0.00000000
0.06755905,0.50767416,0.57523320,0.00000000
0.33542234,1.25970410,1.59512640,0.00000000
0.57989840,0.37847826,0.95837665,0.00000000
0.44769552,0.78928196,1.23697750,0.00000000
0.21606265,0.54153526,0.75759790,0.00000000
0.49234784,1.18312170,1.67546950,0.00000000
0.19055754,1.02334930,1.21390680,0.00000000
0.72436750,1.71243130,2.43679880,0.00000000
0.38163453,0.60700095,0.98863550,0.00000000
0.26543054,0.57578063,0.84121120,0.00000000
0.47230986,0.89492180,1.36723160,0.00000000
0.78180170,1.13055780,1.91235950,0.00000000
0.56599310,1.24329510,1.80928810,0.00000000
0.23019318,0.50995505,0.74014825,0.00000000
0.32062328,1.11170380,1.43232700,0.00000000
0.23605187,1.14013110,1.37618300,0.00000000
0.25282246,0.40179690,0.65461934,0.00000000
0.58222800,1.72374450,2.30597260,0.00000000
0.44283533,0.82863070,1.27146600,0.00000000
0.39118883,1.34969570,1.74088450,0.00000000
0.23195283,1.00034330,1.23229610,0.00000000
0.54362760,1.55363660,2.09726430,0.00000000
0.27054330,0.34068695,0.61123025,0.00000000
0.44122050,1.43576960,1.87699010,0.00000000
0.22282861,0.88230336,1.10513200,0.00000000
0.72396225,1.32678700,2.05074930,0.00000000
0.74791014,1.36685010,2.11476040,0.00000000
0.49047333,0.67371774,1.16419100,0.00000000
0.44774362,1.11288170,1.56062530,0.00000000
0.17920247,0.32724890,0.50645137,0.00000000
0.52047570,1.19610150,1.71657730,0.00000000
1.02808540,1.27288450,2.30096980,0.00000000
0.31431016,1.18307090,1.49738110,0.00000000
0.14460170,0.67971677,0.82431847,0.00000000
0.93407345,1.25362680,2.18770030,0.00000000
0.11087195,0.56172836,0.67260030,0.00000000
0.37076974,0.89090300,1.26167270,0.00000000
0.31146870,1.30988310,1.62135180,0.00000000
0.62662035,1.36337590,1.98999620,0.00000000
0.28353074,0.86028920,1.14381990,0.00000000
0.64636743,1.36338340,2.00975080,0.00000000
0.24987414,0.52775556,0.77762973,0.00000000
0.58231620,0.67513293,1.25744920,0.00000000
0.32793805,1.61548770,1.94342580,0.00000000
0.30420440,0.88064015,1.18484450,0.00000000
1.53285380,1.30620960,2.83906340,0.00000000
0.41386002,1.27363300,1.68749310,0.00000000
0.89491886,1.39132620,2.28624500,0.00000000
0.49894770,1.46587440,1.96482220,0.00000000
0.35347298,0.73559713,1.08907010,0.00000000
0.53665400,1.50486050,2.04151440,0.00000000
0.35293930,0.63494340,0.98788273,0.00000000
0.32488436,0.78169170,1.10657600,0.00000000
0.29389328,1.47345160,1.76734500,0.00000000
0.47991110,0.72586036,1.20577140,0.00000000
1.10490050,1.43396230,2.53886270,0.00000000
0.51709920,1.34644370,1.86354280,0.00000000
0.49392295,0.74709470,1.24101760,0.00000000
0.40097994,1.04977460,1.45075460,0.00000000
0.35003647,0.94156390,1.29160030,0.00000000
0.31601202,1.06191160,1.37792360,0.00000000
0.17022489,1.37663530,1.54686020,0.00000000
0.54890000,1.14611950,1.69501950,0.00000000
0.56181204,1.18095530,1.74276730,0.00000000
0.28529400,1.55904290,1.84433700,0.00000000
1.03203240,1.49056880,2.52260110,0.00000000
0.24430792,0.44764380,0.69195170,0.00000000
0.12494218,0.28595550,0.41089767,0.00000000
0.60162127,0.92993210,1.53155340,0.00000000
0.41911775,0.94477330,1.36389110,0.00000000
0.18629044,0.62733597,0.81362640,0.00000000
0.64997510,1.11728740,1.76726250,0.00000000
0.73777640,1.49617280,2.23394920,0.00000000
0.32963970,0.44913793,0.77877760,0.00000000
0.33173192,1.04542420,1.37715610,0.00000000
0.17322660,0.26953960,0.44276620,0.00000000
0.12872083,0.56385356,0.69257440,0.00000000
0.41283110,0.81405810,1.22688930,0.00000000
0.20769483,0.93914710,1.14684200,0.00000000
0.19181606,0.24998464,0.44180070,0.00000000
0.89957070,1.51385210,2.41342280,0.00000000
0.41538030,1.02278840,1.43816880,0.00000000
0.18093313,0.36654007,0.54747320,0.00000000
0.51042390,1.82800880,2.33843280,0.00000000
0.43482515,0.79208010,1.22690520,0.00000000
0.55717206,1.11973480,1.67690680,0.00000000
0.57500535,1.39832220,1.97332760,0.00000000
0.73767114,0.95670020,1.69437130,0.00000000
0.82436880,1.46339880,2.28776760,0.00000000
1.01330940,1.09726520,2.11057470,0.00000000
0.36655566,0.64641940,1.01297510,0.00000000
0.80894270,1.47595670,2.28489920,0.00000000
0.38885100,1.09958430,1.48843530,0.00000000
0.49283350,1.25314060,1.74597410,0.00000000
0.38572314,0.79140735,1.17713050,0.00000000
0.47646794,1.26653390,1.74300180,0.00000000
0.87060010,1.61163810,2.48223830,0.00000000
0.40659362,0.73906360,1.14565730,0.00000000
0.63380694,1.07996150,1.71376850,0.00000000
0.51325050,1.00033710,1.51358770,0.00000000
0.55484020,1.08504490,1.63988510,0.00000000
0.19191386,0.50544990,0.69736373,0.00000000
0.32548118,0.98565920,1.31114030,0.00000000
0.18625164,0.54918860,0.73544025,0.00000000
0.28027987,0.80280250,1.08308240,0.00000000
0.37790203,1.04567430,1.42357640,0.00000000
0.18532515,0.31484490,0.50017005,0.00000000
0.24592450,0.29606480,0.54198930,0.00000000
0.42122495,1.26360740,1.68483230,0.00000000
0.19135624,0.97392750,1.16528370,0.00000000
0.23611002,0.46505535,0.70116540,0.00000000
0.33901063,0.86988110,1.20889170,0.00000000
0.40524817,0.74873734,1.15398550,0.00000000
0.82364327,1.32184360,2.14548680,0.00000000
0.37611252,1.22896160,1.60507420,0.00000000
0.49455440,1.39250470,1.88705910,0.00000000
0.42019790,1.39927040,1.81946830,0.00000000
0.21943848,0.95350325,1.17294170,0.00000000
0.31675684,1.33414440,1.65090120,0.00000000
0.21193744,0.63709515,0.84903260,0.00000000
1.17630350,1.56711800,2.74342160,0.00000000
0.91491586,1.18270280,2.09761860,0.00000000
0.88018750,1.40861200,2.28879950,0.00000000
0.60612035,1.53037200,2.13649230,0.00000000
0.90655524,1.45310660,2.35966180,0.00000000
1.32128930,1.75982480,3.08111400,0.00000000
0.31819552,0.86181500,1.18001060,0.00000000
0.57944095,1.68341920,2.26286030,0.00000000
0.31155017,0.62120855,0.93275870,0.00000000
0.20751168,0.95781750,1.16532920,0.00000000
0.63298480,1.49050050,2.12348530,0.00000000
0.16813776,1.01796050,1.18609830,0.00000000
0.61267780,1.58091500,2.19359280,0.00000000
0.19686507,0.49195358,0.68881863,0.00000000
0.33557260,1.26497900,1.60055160,0.00000000
0.16929970,0.87647980,1.04577950,0.00000000
0.27387410,0.56758460,0.84145870,0.00000000
0.30703413,0.68571100,0.99274516,0.00000000
0.31099048,0.50479573,0.81578624,0.00000000
0.58371377,0.86025740,1.44397120,0.00000000
0.17093094,0.73977100,0.91070193,0.00000000
0.13109899,0.54889816,0.67999715,0.00000000
0.11341333,0.34365952,0.45707285,0.00000000
0.30837256,0.93992805,1.24830060,0.00000000
0.51166946,1.43318570,1.94485520,0.00000000
0.13701183,0.55513895,0.69215080,0.00000000
0.23984672,0.66624546,0.90609217,0.00000000
0.54934560,1.28376870,1.83311430,0.00000000
0.36841518,0.92529870,1.29371380,0.00000000
0.22552916,0.95236707,1.17789630,0.00000000
0.46686625,1.22780780,1.69467400,0.00000000
0.31170294,0.75796380,1.06966670,0.00000000
0.90440524,1.43809100,2.34249640,0.00000000
0.32090956,1.73826890,2.05917840,0.00000000
0.34440348,1.51276170,1.85716520,0.00000000
0.16263993,0.77458140,0.93722130,0.00000000
0.29857925,1.21539150,1.51397070,0.00000000
0.19985002,0.73545070,0.93530070,0.00000000
0.41023713,0.86600655,1.27624370,0.00000000
0.47838330,0.71206760,1.19045090,0.00000000
0.17450777,1.23672880,1.41123650,0.00000000
0.23588050,1.16484680,1.40072730,0.00000000
0.91564490,1.35677430,2.27241920,0.00000000
0.41064290,0.41385800,0.82450090,0.00000000
0.67806810,1.53805710,2.21612520,0.00000000
0.12372540,0.28494360,0.40866900,0.00000000
0.59886260,0.73491716,1.33377980,0.00000000
0.36097845,0.25342426,0.61440270,0.00000000
0.38703248,1.55888890,1.94592140,0.00000000
0.34202445,1.00000190,1.34202640,0.00000000
0.64871320,1.08982770,1.73854090,0.00000000
0.12851305,0.31572350,0.44423658,0.00000000
0.66736734,1.18052530,1.84789260,0.00000000
0.44299322,0.89006270,1.33305600,0.00000000
0.17983080,0.60080060,0.78063136,0.00000000
0.50309837,1.33195200,1.83505030,0.00000000
0.22807403,1.44886280,1.67693690,0.00000000
0.33028907,1.31444990,1.64473890,0.00000000
0.45105016,0.29969212,0.75074230,0.00000000
0.33727744,0.94329804,1.28057550,0.00000000
0.28628102,0.45156828,0.73784930,0.00000000
0.20770143,0.64637100,0.85407245,0.00000000
0.29469013,0.90470470,1.19939480,0.00000000
0.46020585,1.14365070,1.60385660,0.00000000
0.35833484,1.24094620,1.59928110,0.00000000
0.46921650,0.90382180,1.37303830,0.00000000
0.60198830,1.44532500,2.04731320,0.00000000
0.11836530,0.19335383,0.31171912,0.00000000
0.14257420,0.58299625,0.72557044,0.00000000
0.37335968,0.65741100,1.03077070,0.00000000
0.54101440,1.36967610,1.91069050,0.00000000
0.29188532,1.08799500,1.37988040,0.00000000
1.17385030,1.45153310,2.62538340,0.00000000
0.20895438,1.32280090,1.53175520,0.00000000
0.44023370,0.36884317,0.80907690,0.00000000
0.48149472,1.37224220,1.85373690,0.00000000
0.89636220,1.32018260,2.21654460,0.00000000
0.28970322,0.67019640,0.95989966,0.00000000
0.16246745,0.57239944,0.73486686,0.00000000
1.00489600,1.43847850,2.44337460,0.00000000
0.22894675,0.93216340,1.16111020,0.00000000
0.50327190,1.39588020,1.89915200,0.00000000
0.90954757,1.24167810,2.15122560,0.00000000
0.22823241,0.67531140,0.90354383,0.00000000
0.64696157,1.56038860,2.20735030,0.00000000
0.25124753,0.77743644,1.02868390,0.00000000
0.20673077,0.89720220,1.10393300,0.00000000
0.26377875,0.22082905,0.48460782,0.00000000
0.37067060,0.37370342,0.74437404,0.00000000
0.45142730,0.97164476,1.42307210,0.00000000
0.20336026,0.69889390,0.90225416,0.00000000
0.09925199,1.06387630,1.16312830,0.00000000
0.38657686,0.93382180,1.32039870,0.00000000
0.13139871,1.20193120,1.33332990,0.00000000
0.29300820,1.02896620,1.32197440,0.00000000
0.18458413,0.57423750,0.75882167,0.00000000
0.11165394,0.80884725,0.92050120,0.00000000
0.76479060,1.25328960,2.01808020,0.00000000
0.16207917,0.71006500,0.87214416,0.00000000
0.22306927,0.49189880,0.71496810,0.00000000
0.76968860,1.01205110,1.78173970,0.00000000
0.55841080,1.20851850,1.76692940,0.00000000
0.53240570,0.67234790,1.20475360,0.00000000
0.13307779,0.50065380,0.63373160,0.00000000
0.14046869,0.28999788,0.43046656,0.00000000
0.69130410,1.33363520,2.02493930,0.00000000
0.34739435,0.83882475,1.18621910,0.00000000
0.19440004,0.36889320,0.56329320,0.00000000
0.64951220,0.75085735,1.40036950,0.00000000
1.31057970,1.33346340,2.64404300,0.00000000
0.54465170,1.82208130,2.36673300,0.00000000
0.24020204,1.07277730,1.31297930,0.00000000
0.33700050,0.71183276,1.04883330,0.00000000
0.23076706,0.25665644,0.48742348,0.00000000
0.65910816,1.30583700,1.96494520,0.00000000
0.33820617,1.08266900,1.42087520,0.00000000
0.22697636,0.44271168,0.66968805,0.00000000
0.51651645,1.29688660,1.81340300,0.00000000
0.55780950,0.86096555,1.41877510,0.00000000
0.55912770,1.20913080,1.76825850,0.00000000
0.30728364,0.91214420,1.21942780,0.00000000
0.63120466,1.60410570,2.23531030,0.00000000
0.48724014,1.38367350,1.87091370,0.00000000
0.88165210,1.69335390,2.57500600,0.00000000
0.14086357,0.71544373,0.85630727,0.00000000
0.64833580,0.93012420,1.57846000,0.00000000
0.10496115,1.29994990,1.40491100,0.00000000
0.50683194,1.35682620,1.86365820,0.00000000
0.35177135,0.82568410,1.17745540,0.00000000
0.47227120,1.47400260,1.94627380,0.00000000
0.51535773,1.56352560,2.07888320,0.00000000
0.34296918,1.40875900,1.75172820,0.00000000
0.31316087,0.94316804,1.25632890,0.00000000
0.16574723,0.42744237,0.59318960,0.00000000
0.44923675,1.14478230,1.59401900,0.00000000
0.57659890,0.88224580,1.45884470,0.00000000
0.23500828,1.01526260,1.25027080,0.00000000
0.77090160,1.55511920,2.32602070,0.00000000
0.19418545,1.20888330,1.40306880,0.00000000
0.65687940,1.43080380,2.08768320,0.00000000
0.22971112,1.07200920,1.30172040,0.00000000
0.52813053,1.38214210,1.91027260,0.00000000
0.60376080,0.74035680,1.34411760,0.00000000
0.52551836,0.61991140,1.14542970,0.00000000
0.79468370,1.09847380,1.89315750,0.00000000
1.09808460,1.38967050,2.48775500,0.00000000
0.29038215,0.45202664,0.74240875,0.00000000
0.20735970,1.32792640,1.53528610,0.00000000
0.08904690,0.28290632,0.37195322,0.00000000
0.30144190,1.07369780,1.37513970,0.00000000
0.35266015,0.97100556,1.32366570,0.00000000
0.60388490,1.26191870,1.86580350,0.00000000
0.97222406,1.41697980,2.38920380,0.00000000
0.39331830,1.20785830,1.60117660,0.00000000
0.46000308,1.00258090,1.46258400,0.00000000
0.26718882,0.99690070,1.26408950,0.00000000
1.19485760,1.30336690,2.49822450,0.00000000
0.48550670,1.32594190,1.81144860,0.00000000
0.63924660,1.28900050,1.92824710,0.00000000
0.25676617,0.80024886,1.05701510,0.00000000
0.38739480,1.09455630,1.48195110,0.00000000
0.43147470,0.24244379,0.67391850,0.00000000
0.42234975,1.29610490,1.71845460,0.00000000
0.73779390,1.41657410,2.15436800,0.00000000
